article_content,labels
last updated aug syrian russian warplanes launched wave air strikes northern syria killing dozens areas held rebel alliance battling take control second city aleppo air strikes began saturday continued sunday killed civilians around aleppo neighbouring idlib province syrian observatory human rights said raids came faylaq al sham islamist faction part rebel alliance said begun new offensive liberate regime held district zahra aleppos western outskirts britain based observatory opposition fighters said car bomb exploded zahra sunday mention casualties monitor said air strikes targeted areas held army conquest alliance rebel islamist militant forces mounted major aleppo offensive intensification strikes idlib due fact province main source fighters army conquest said observatory head rami abdel rahman afp correspondent rebel held eastern aleppo said strikes especially intense around southern district ramussa seized rebels earlier month major setback forces loyal president bashar assad nine civilians killed rebel shelling regime held western aleppo saturday observatory said aleppo syrias former economic hub focal point five year civil war divided rebel held east regime controlled west since mid intensifying battle fighting city intensified regime troops seized control last supply route rebel held areas mid july nearly three week siege rebels took ramussa august linking opposition held neighbourhoods emboldened success army conquest announced ambitious bid capture aleppo successful would biggest opposition victory yet syrias conflict alliance fighters late sunday began assault southeast ramussa area containing former cement plant turned army barracks large amount weapons military vehicles stored observatory said rebels want secure supply line opened last week rebel districts abdel rahman said increased fighting raised concerns estimated million civilians still aleppo including rebel held areas united nations called regular hour pauses fighting allow aid city suffered severe shortages food water medical supplies russia began air strikes last september support assad helping regime consolidate hold loyal areas regain territory defence ministry moscow said sunday six long range bombers russia struck around deir ezzor stronghold daesh terror group daesh controls large parts deir ezzor city oil rich eastern province name part swathes territory syria iraq seized mid girl evacuated ministry said russian tupolev bombers carried raids southwest east northeast city wiping two command posts six arms depots vehicles large number fighters daesh emerged amid chaos syrias conflict complex multi front war killed displaced millions since beginning anti regime protests march us led coalition also battling daesh syria iraq air strikes backing syrian democratic forces arab kurdish militia alliance friday took full control strategic city manbij daesh retreated extremists took civilians fled serve human shields hundreds released saturday sdf said fate many remained unclear sunday sdf said established military council push daesh militants al bab alliances next target province rare good news year old girl shot besieged town madaya evacuated damascus hospital stable condition observatory security source said ghina quwayders leg shattered shot government sniper checkpoint southwestern town earlier month buying medicine mother amnesty international said,1
last updated aug beirut syrian russian warplanes launched wave air strikes northern syria killing dozens areas held rebel alliance battling take control second city aleppo air strikes began saturday continued sunday killed civilians around aleppo neighbouring idlib province syrian observatory human rights said raids came faylaq al sham islamist faction part rebel alliance said begun new offensive liberate regime held district zahra aleppos western outskirts britain based observatory opposition fighters said car bomb exploded zahra sunday mention casualties monitor said air strikes targeted areas held army conquest alliance rebel islamist militant forces mounted major aleppo offensive intensification strikes idlib due fact province main source fighters army conquest said observatory head rami abdel rahman afp correspondent rebel held eastern aleppo said strikes especially intense around southern district ramussa seized rebels earlier month major setback forces loyal president bashar assad nine civilians killed rebel shelling regime held western aleppo saturday observatory said aleppo syrias former economic hub focal point five year civil war divided rebel held east regime controlled west since mid intensifying battle fighting city intensified regime troops seized control last supply route rebel held areas mid july nearly three week siege rebels took ramussa august linking opposition held neighbourhoods emboldened success army conquest announced ambitious bid capture aleppo successful would biggest opposition victory yet syrias conflict alliance fighters late sunday began assault southeast ramussa area containing former cement plant turned army barracks large amount weapons military vehicles stored observatory said rebels want secure supply line opened last week rebel districts abdel rahman said increased fighting raised concerns estimated million civilians still aleppo including rebel held areas united nations called regular hour pauses fighting allow aid city suffered severe shortages food water medical supplies russia began air strikes last september support assad helping regime consolidate hold loyal areas regain territory defence ministry moscow said sunday six long range bombers russia struck around deir ezzor stronghold daesh terror group daesh controls large parts deir ezzor city oil rich eastern province name part swathes territory syria iraq seized mid girl evacuated ministry said russian tupolev bombers carried raids southwest east northeast city wiping two command posts six arms depots vehicles large number fighters daesh emerged amid chaos syrias conflict complex multi front war killed displaced millions since beginning anti regime protests march us led coalition also battling daesh syria iraq air strikes backing syrian democratic forces arab kurdish militia alliance friday took full control strategic city manbij daesh retreated extremists took civilians fled serve human shields hundreds released saturday sdf said fate many remained unclear sunday sdf said established military council push daesh militants al bab alliances next target province rare good news year old girl shot besieged town madaya evacuated damascus hospital stable condition observatory security source said ghina quwayders leg shattered shot government sniper checkpoint southwestern town earlier month buying medicine mother amnesty international said,1
last updated jul beirut least regime rebel fighters killed hours government assault extremist led counterattack northern syria monitor said thursday syrian observatory human rights said regime soldiers rebel fighters killed battles around al maleh north aleppo since wednesday afternoon extremists fighting al nusra front syrian branch al qaeda also killed said observatory head rami abdel rahman provide precise number government president bashar assad attempting seize al maleh two years forces trying months surround aleppo cutting supply lines rebel held districts city nearby turkey supports opposition forces nearly week regime troops backed syrian russian warplanes battling control al maleh assads regime also attempting cut castello road key supply route turkish border rebel held eastern suburbs aleppo pro regime website al masdar news reported syrian army withdrew farms al maleh faced rebel counter offensive led al nusra front said rebels attacked government forces two suicide car bombs observatory said two children killed regime bombs rebel held area aleppo majority aleppo province controlled al nusra islamist allies city countrys pre war commercial capital divided since july rebel held regime held areas five civilians including three children also killed regime bombs landed eastern ghouta observatory reported thursday,1
last updated jul qamishli syria massive bomb blast claimed daesh terror group killed least people wounded dozens wednesday kurdish majority syrian city qamishli largest deadliest attack hit city since beginning syrias conflict march syrian state media gave toll dead injured bombing hit western district city several local kurdish ministries located britain based syrian observatory human rights monitor gave toll dead adding children women among killed kurdish officials said attack carried suicide bomber driving explosives laden truck adding blast detonated nearby fuel container afp journalist saw devastating scenes bombs aftermath distraught civilians covered blood staggering rubble past twisted metal burned remains cars one man running along streets completely covered blood shirt drenched red gripping arm small boy whose face grey red blood dust ran past hysterical woman crying screaming clothes torn girl boy stood next apparently shock children could heard screaming smoke rose small fires continued burn amongst rubble civilians local security forces guns slung across backs worked carry dead wounded remains damaged destroyed buildings us probes civilian casualties daesh claimed attack statement circulated social media calling response crimes committed crusader coalition aircraft town manbij bastion extremist group syrias aleppo province kurdish fighters key force battling extremists north northeastern syria main component syrian democratic forces alliance currently seeking oust daesh manbij backed air strikes launched us led coalition fighting daesh syria iraq spokesman coalition said wednesday opened formal investigation determine whether strikes near manbij last week killed civilians observatory reported civilians killed strikes fled village near manbij july colonel chris garver said sufficient credible evidence civilian victims warrant probe qamishli shared control syrian regime kurdish authorities declared zones autonomous administration across parts north northeast syria regularly targeted bomb attacks many claimed daesh source kurdish asayesh security forces told afp largest explosion city ever seen area targeted houses several kurdish administration buildings including defence ministry considered secure zone multiple checkpoints security measures place blast biggest qamishli terms toll damage since beginning war observatory director rami abdel rahman said local officials said hospitals city swamped casualties attack syrian state television carried appeal governor hasakeh province qamishli located urging residents go public private hospitals donate blood victims terrorist bombings people killed syria since war began anti government protests met regime crackdown aleppo city least people killed government air strikes artillery fire wednesday rebel held neighbourhoods east city observatory said syrian army meanwhile officially announced severed supply routes crossings used terrorists bring mercenaries weapons ammunition eastern neighbourhoods aleppo opposition held east effectively siege since july government forces advanced within firing range sole remaining route aleppo countrys economic powerhouse ravaged war divided roughly government control west rebel control east since mid,1
last updated jul beirut syrian government forces tuesday seized rebel held neighbourhood northwest edge aleppo tightening siege opposition controlled parts city monitor said government also carried renewed barrel bomb attacks opposition held districts day bombardments killed least people syrian observatory human rights said britain based monitor said regime troops full control leramun district heavy clashes also reported intense fighting neighbouring rebel held district bani zeid two areas used rebels launch rockets government held districts citys west aleppo roughly divided government control west rebel control east since mid recent weeks regime advances severed remaining route rebel held eastern neighbourhoods effectively placing siege opposition forces responded firing missiles government districts killing scores civilians importance capturing leramun bani zeid stop missile fire also tighten siege said observatory director rami abdel rahman said government forces surrounded bani zeid reporting heavy air strikes area clashes monitor immediate toll fighting government forces effectively severed oppositions main supply route july advanced within firing range castello road since tightened encirclement rebel held east taking parts road causing food shortages spiralling prices opposition neighbourhoods syrias al watan daily close government also reported advances leramun industrial area housed scores factories state news agency sana broadcast call military urging residents eastern aleppo join national reconciliation expel foreign mercenaries neighbourhoods said army sent text messages residents fighters east urging rebels lay weapons identifying safe passages civilians wishing leave government forces continued pound opposition areas tuesday observatory reporting new barrel bomb attack district al mashhad said five civilians including three children killed monday least people including five children two women killed barrel bomb attack neighbourhood according new toll observatory statement un childrens agency unicef tuesday condemned weekend air raids four hospitals aleppo calling blatant violation international humanitarian law may amount war crimes humanitarian front truck aid convoy tuesday entered regime besieged talbiseh homs province food supplies people international committee red cross said people killed syria since conflict began march anti government protests met regime crackdown,1
last updated jul member syrian regime forces runs near destroyed buildings northeastern syrian city hasakeh monday afp photo beirut thirteen civilians among seven children killed aerial attacks syrias government wednesday northern province aleppo monitoring group said woman three children well another child killed helicopters dropped barrel bomb village taduf said syrian observatory human rights taduf lies northeast syrias aleppo province controlled daesh terror group provinces west eight civilians including three children killed regime warplanes struck village daret izza held islamist fighters rebels regime forces continuing kill civilians aerial attacks barrel bombs shells indifferent international resolutions matter said observatory head rami abdel rahman said attacks amounted war crimes crimes humanity committed regime forces daily basis abdel rahman told afp bombing campaign effort regime turn civilians opposition factions reasoning aerial attacks result presence fighters inside towns villages regime stepped air attacks aleppo province recent days killing least civilians dropped container bombs daesh held town al bab weekend also wednesday daesh fighters killed regime warplanes struck convoy traveling provinces deir ezzor east hasakeh northeast according observatory jihadists syrians deir ezzor,1
last updated jul barrel bombs dropped syrian government helicopters thursday killed least civilians including three children raids jihadist held northern town monitoring group said crudely constructed weapons used al bab lies aleppo province held extremist daesj group according syrian observatory human rights since saturday least civilians killed aerial attacks town observatory head rami abdel rahman said intensified air attacks regime forces al bab aimed foiling daesh efforts multiple fronts including nearby kweyris military airport daesh besieged year al bab strategically important one daeshs closest positions regime held parts aleppo told afp may civilians killed barrel bomb attacks town syrias embattled regime heavily bombarded areas aleppo province fallen control west idlib province alliance rebels islamist fighters heavily shelled provinces last two regime held shiite villages second consecutive day army conquest opposition coalition includes al qaedas syria affiliate al nusra front began assault fuaa kafraya wednesday dozens shells fell overnight wednesday thursday morning fuaa kafraya largely inhabited shiite muslims observatory said abdel rahman said casualties immediate toll army conquest said wednesday attack response offensive army lebanese shiite movement hizbollah zabadani last rebel held bastion along syrian lebanese border clashes zabadani raged thursday according observatory documented heavy shelling town since early july elsewhere thursday observatory said government troops including commander killed fighting daesh group near city palmyra among dead major general mohsen makhlouf tank battalion area central homs province monitor said palmyra famed ancient ruins daesh control since may recent weeks government troops advanced within kilometres city northeastern syria kurdish forces backed government shelling took area south city hasakeh daesh forces observatory said daesh entered city security control divided kurdish regime forces june seizing territory southern districts kurdish fighters along group sunni arab tribesman hoping encircle daesh forces taking strip territory outside city least people killed syrias multi front conflict began anti government protests devolved civil war,0
last updated jan beirut syrian government air strikes tuesday killed least people half civilians two main battlegrounds north country monitor said syrian observatory human rights documented deaths least people air strikes targeting outskirts tal hamis said britain based organisation speaking afp observatory director rami abdel rahman said nine killed identified group civilians dead may civilians yet able confirm abdel rahman said added tal hamis situated hasakeh province borders iraq home sizeable kurdish population control islamic state jihadist group tuesdays bombing especially deadly struck cattle market bodies mutilated strikes people couldnt tell human animal remains said abdel rahman earlier tuesday observatory reported string air strikes town saraqeb village sheikh mustafa northwestern province idlib eleven civilians killed saraqeb another man died sheikh mustafa according group relies broad network activists doctors reports towns jihadist control though tuesdays casualties civilians idlibs countryside government control capital remains regime hands november al qaeda affiliate al nusra front expelled western backed rebels idlib positions provinces countryside among first areas government lost nearly four year conflict conflict began forces loyal president bashar al assad launched brutal crackdown peaceful pro reform protests march triggered complex multi sided civil war cost lives people forced half countrys population flee homes,1
last updated feb beirut syrian government air strikes opposition held towns across country killed least people monday wounded monitoring group said jassem southern province daraa civilians killed four air strikes wounded said syrian observatory human rights strikes came response major rebel offensive way southern syria months usual regime striking populated areas order make civilian supporters opposition fighters turn observatory director rami abdel rahman said rebels fighting oust president bashar assad suffered spate defeats hands forces still upper hand daraa opposition fighters making steady progress daraa province vast majority west province completely fallen government control jassem located abdel rahman said rebels area benefit fact supply lines jordan still open added involvement experienced fighters syrias al qaeda affiliate al nusra front also helped rebels gain territory daraa elsewhere air strikes douma besieged rebel held town east damascus killed least civilians wounded dozens observatory said afp photographer douma said strikes hit residential areas wounded children defector killed khan sheikhun northwestern province idlib people killed including former army officer defected loyalist ranks join opposition forces observatory said another three people killed strikes elsewhere syria one aleppo province second damascus province third busra al sham daraa province regime first deployed warplanes syrian conflict july nearly four years war air strikes every day despite repeated warnings international community tactics fail discriminate civilian military targets separate front syrian kurds fighting group made fresh advances near kobani seizing new string villages week flashpoint town recaptured jihadists kurds control area stretching across kilometres southwards kobani kilometres east kilometres west said abdel rahman observatory director also said kurdish peoples protection units backed syrian rebels killed members past hours us led coalition targeting jihadists syria iraq reported monday launched air strikes syria nine near kobani one deir ezzor east another strikes targeted jihadists neighbouring iraq pentagon said syrian conflict began peaceful uprising march escalated civil war government unleashed brutal crackdown dissent people killed since nearly half population fled homes,0
last updated feb beirut least people killed dozens wounded monday government air strikes area outside capital damascus syrian observatory human rights monitor said immediate details breakdown killed strikes latest hit town douma rebel stronghold eastern ghouta field clinic area afp photographer saw girl purple headscarf another child woolly hat crying doctors treated wounded among young boy eyes stared wide apparent shock face streaked blood white dust arm bandaged attached rudimentary drip streets outside locals picked rubble carrying wounded clinic civil defence worker trained hose fire set strikes opposition bastion east damascus still reeling massive government aerial assault thursday came rebels fired rockets mortar rounds capital rebel barrage killed people damascus including child government air strikes surface surface missiles fired eastern ghouta killed least people among children eastern ghouta government siege nearly two years army tries break rebel hold area siege created medical food shortages exacerbating dire humanitarian needs created regular government bombardment area people killed syria since beginning countrys conflict march,0
last updated jul massive bomb blast claimed daesh terror group killed least people wounded dozens wednesday kurdish majority syrian city qamishli largest deadliest attack hit city since beginning syrias conflict march syrian state media gave toll dead injured bombing hit western district city several local kurdish ministries located britain based syrian observatory human rights monitor gave toll dead adding children women among killed kurdish officials said attack carried suicide bomber driving explosives laden truck adding blast detonated nearby fuel container afp journalist saw devastating scenes bombs aftermath distraught civilians covered blood staggering rubble past twisted metal burned remains cars one man running along streets completely covered blood shirt drenched red gripping arm small boy whose face grey red blood dust ran past hysterical woman crying screaming clothes torn girl boy stood next apparently shock children could heard screaming smoke rose small fires continued burn amongst rubble civilians local security forces guns slung across backs worked carry dead wounded remains damaged destroyed buildings us probes civilian casualties daesh claimed attack statement circulated social media calling response crimes committed crusader coalition aircraft town manbij bastion extremist group syrias aleppo province kurdish fighters key force battling extremists north northeastern syria main component syrian democratic forces alliance currently seeking oust daesh manbij backed air strikes launched us led coalition fighting daesh syria iraq spokesman coalition said wednesday opened formal investigation determine whether strikes near manbij last week killed civilians observatory reported civilians killed strikes fled village near manbij july colonel chris garver said sufficient credible evidence civilian victims warrant probe qamishli shared control syrian regime kurdish authorities declared zones autonomous administration across parts north northeast syria regularly targeted bomb attacks many claimed daesh source kurdish asayesh security forces told afp largest explosion city ever seen area targeted houses several kurdish administration buildings including defence ministry considered secure zone multiple checkpoints security measures place blast biggest qamishli terms toll damage since beginning war observatory director rami abdel rahman said local officials said hospitals city swamped casualties attack syrian state television carried appeal governor hasakeh province qamishli located urging residents go public private hospitals donate blood victims terrorist bombings people killed syria since war began anti government protests met regime crackdown aleppo city least people killed government air strikes artillery fire wednesday rebel held neighbourhoods east city observatory said syrian army meanwhile officially announced severed supply routes crossings used terrorists bring mercenaries weapons ammunition eastern neighbourhoods aleppo opposition held east effectively siege since july government forces advanced within firing range sole remaining route aleppo countrys economic powerhouse ravaged war divided roughly government control west rebel control east since mid,0
last updated jun beirut least seven people died rebel shelling neighbourhood syrian city aleppo held kurdish ypg militia dawn saturday monitoring group said rebels took territory south people also wounded attack sheikh maqsoud area britain based syrian observatory human rights said district next way rebel held parts northern city castello road escalation air artillery strikes recent weeks around road made virtually impassable putting hundreds thousands people aleppo effective siege hundreds people killed aleppo since peace talks broke april syrias president bashar assad seeks regain control syrias largest pre war city split rebel government sectors rebels said past attacks sheikh maqsoud response ypg attempts cut castello road ypg controls nearly syrias northern frontier turkey close ally united states campaign daesh syria many rebels western syria trust ypg say cooperates damascus rather fighting accusation ypg denied heavy bombardment sheikh maqsoud intense bombardment since mid february killed civilians injured around observatory said hour ceasefire aleppo announced russia thursday little impact fighting air strikes shelling continued around city since three people two children died nine people injured barrel bombs dropped helicopters city observatory said saturday white helmets group civil defence emergency workers operating rebel held areas said twitter one buildings haritan north aleppo countryside hit air strike saturday injuries observatory also said saturday rebels captured three villages south aleppo government control zeitan khalsa barna causing significant losses among government forces allies villages near main highway within rebel territory linking aleppo capital damascus south lie area captured government forces end last year large offensive assisted iranian backed militias russian airpower syrian observatory said lack russian air support weeks battle villages least members syrian government forces allies include members lebanese group hizbollah iranian backed militias killed fighting south aleppo area past four days observatory said numbers could independently confirmed rebels fighting alongside al qaeda affiliated al nusra front like daesh terror group excluded february ceasefire geneva peace talks,1
last updated jun photo taken june provided syrian civil defence directorate liberated province aleppo authenticated based contents ap reporting shows syrian civil defence workers right help injured woman warplanes attacked street aleppo syria ap photo beirut air strikes market syrias al qaeda held city idlib killed least civilians sunday hundreds fled besieged daesh bastion near turkish border five children among killed air raids idlib held al qaeda affiliate al nusra front allies syrian observatory human rights said peace talks towards ending syrias five year war stalled immediate end sight conflict killed people clear carried idlib strikes observatory reported previous air raids regime russian ally idlib province also controlled al nusra rebel allies footage observatory said filmed idlib strikes showed emergency workers training water hoses tall building amid haze smoke maaret al numan area south provincial capital unidentified warplanes also killed least six civilians including woman four children observatory said russia launched air strikes support damascus regime september allowing forces loyal president bashar assad advance rebels daesh britain based observatory relies wide network sources inside syria information says determines aircraft carried raids based location flight patterns types planes munitions involved observatory said russian air strikes killed civilians strikes idlib city may russia denied carrying raids day suspected government strikes killed least civilians maaret al numan april sparking condemnation syrias opposition amid faltering peace talks civilians flee daesh bastion meanwhile hundreds civilians escaped daesh stronghold manbij nearby aleppo province sunday helped us backed kurdish arab alliance surrounding town tens thousands trapped inside manbij alliance encircled town friday major blow terrorist group controlling around civilians fled foot towards areas held syrian democratic forces alliance south town observatory chief rami abdel rahman said sdf transported safer areas still inside town terrified heavy air strikes area abdel rahman said food becoming scarce sdf alliance blocked roads least daesh fighters sdf troops killed well civilians coalition air raids since alliance offensive manbij began may according observatory manbij lies heart last stretch daesh controlled territory along turkeys border siege severed key daesh supply route channelled money weapons turkish border groups de facto syrian capital raqqa city daesh come attack several fronts since declaring cross border caliphate syria iraq millions people displaced since syrias civil war started brutal repression anti government protests peace talks hit deadlock opposition walked negotiations april escalating violence lack humanitarian access,1
last updated jun beirut daesh counterattack syrian regime forces advancing towards militant stronghold monday left militants dead monitor said dozens daesh militants early monday attacked government positions south town tabaqa daesh stronghold euphrates river said syrian observatory human rights observatory head rami abdel rahman said fierce clashes broke regime forces able maintain positions still kilometres daesh held tabaqa airport eleven regime fighters daesh fighters killed attack said abdel rahman earlier month government fighters backed russian air power began pushing north towards tabaqa held daesh since town lies kilometres east extremist groups syrian de facto capital raqqa city recapturing would sever supply road west last week daesh militants sent reinforcements fighters weapons tabaqa anticipation fierce battle defend town abdel rahman said total government fighters daesh militants killed since regime launched offensive tabaqa war syria began brutal repression anti government demonstrations killed people displaced millions evolved brutal complex civil war among government rebels extremists kurds carving zones control,0
last updated jun amman nearly air strikes hit rebel held areas around syrian city aleppo sunday heaviest recent raids russian syrian government aircraft residents monitoring group said group syrian observatory human rights also said unidentified war plane crashed countryside south aleppo area islamist rebel fighters battling syrian army iranian backed forces information caused crash civil defence worker said least people killed rebel held parts city air strikes bodies pulled flattened buildings qatrji neighbourhood worst hit monitor said dozens barrel bombs oil drums cylinders packed explosives shrapnel dropped helicopter densely populated districts week long campaign bombing intense day day getting worse worst seen said bebars mishal civil defence official rebel held aleppo part rebels hit government held areas aleppo syrian media said escalation mortar attacks western districts state media said attacks sunday hamadaniyah midan neighbourhoods insurgents killed least people second day intense shelling government held areas death toll whole weekend least aleppo countrys largest city war divided years rebel government held zones full control aleppo would huge prize president bashar assad russias military intervention since september helped bolster assads government northwestern province idlib meanwhile residents said syrian russian jets bombed rebel held provincial capital setting fire bustling market heart city people injured least three killed dozens unaccounted according activist contacted city idlib strikes came days heaviest raids residential areas months killing people injuring dozens may idlib relative thousands displaced syrians air raids aleppo sunday came wake strikes civilian areas friday residents said intense month syrian observatory said syrian government raids targeted main castello road leads rebel held aleppo part campaign complete encirclement citys insurgent dominated areas russian defence ministry statement sunday accused militant syrian rebel groups firing mortars mainly kurdish populated sheikh maqsood neighbourhood aleppo overlooks castello road monitor said people including six children killed saturday kurdish run area insurgents mortars rebels accuse powerful kurdish ypg working syrian army cut main artery intensifying ground attacks highway russians saturday accused militants radical islamic groups bringing least fighters area southern aleppo countryside militants consolidated gains since friday area around strategic town khan touman rebels say nusra front spearheaded attack khan touman last month delivering one biggest battlefield setbacks yet coalition foreign shiite fighters supporting syrian government forces rebels say russian jets sunday pounded insurgent positions area prevent advancing towards nearby town hader rebels say stronghold iranian backed militias also us backed forces sunday engaged daesh terror groups militants offensive began last tuesday group held areas aleppo province beginning manbij area continued seize villages according kurdish sources monitor,1
last updated oct beirut air strikes syria killed people mostly children wednesday warplanes struck residential area housing school complex northern rebel held province idlib activists rescue workers said team first responders syrian civil defence idlib said people killed least wounded raids village hass killed children group said post facebook page another activist group britain based syrian observatory human rights gave death toll said children woman among killed activist operated idlib news network gave lower toll people killed said strikes hit children gathered outside school complex said death toll could rise wounded reported critical condition network added idlib main syrian opposition stronghold though radical groups also large presence regularly hit syrian russian warplanes well us led coalition targeting daesh militants footage posted activists online shows huge plume smoke rising area strikes rescuers rushing casualties away along dusty road lined destroyed buildings womans body seen carried stretcher bodies covered cloth one hat lie shrubs casualties ferried away pick trucks activist scene muaz al shami said many air strikes believed hit residential area video content couldnt independently confirmed however conforms ap reporting events depicted earlier day northern aleppo province saw new escalation helicopter believed belong syrian government forces dropped barrel bombs deadly attack turkey backed opposition forces border area turkish officials said statement attributed field commander syrias pro government troops said turkish advances northern syria pretext fighting daesh militants would dealt forcefully appropriately barrel bombing said occurred village tal madiq part northern aleppo rival groups operating mostly rout daesh militants confirmed would first attack syrian government forces turkish backed fighters turkeys state run news agency didnt say attack occurred said least two syrian opposition fighters killed five others wounded syrian opposition spokesman said took place tuesday observatorys chief rami abdurrahman said helicopters struck intense clashes underway kurdish led fighters turkey backed forces tal madiq syrian opposition fighters five kurdish fighters killed kurdish led forces control village kilometres highly prized daesh controlled town al bab senior kurdish commander however denied syrian government bombings turkey backed fighters saying attempted explanation battlefield losses trying find pretext loss aircraft involved mahmoud barkhadan main syria kurdish militia peoples protection units told associated press telephone region spokesman syrian fighting group nour el din el zinki yasser al youssef said kurdish led forces attacked fighting daesh militants area syrian government helicopters followed said message complex terrain powder keg confrontation among rival groups break anytime us backed syrian kurdish fighters turkey backed syrian rebels turkey ankara sent tanks troops aircraft northern syria august unprecedented incursion said part efforts help syrian opposition clear border area daesh militants ankara also seeking contain us backed syrian kurdish forces fighting daesh putting odds key ally united states ankara sees kurdish fighters syria extension outlawed kurdish militants designated terrorist organisation syrias military threatened last week shoot turkish warplane enters syrian air space turkish jets raided villages northern syria escalation ankaras offensive kurdish fighters wednesday statement attributed field commander pro government troops said turkish advance pretext fighting daesh northern eastern aleppo encroachment syrian governments area operations would tolerated fall al bab turkey backed rebels would threaten governments siege rebels city aleppo west meanwhile turkish foreign minister mevlut cavusoglu told reporters turkey determined push ahead offensive northern syria dubbed operation eurphrates shield capture al bab daesh militants would deterred bombing tal madiq said attacks stop us combatting daesh cavusoglu said euphrates shield operation continue goal euphrates shield operation clear daesh area,1
last updated nov beirut intensifying push syrian government allied forces take last major rebel stronghold near capital damascus killed least people sunday injured many syrian observatory human rights said group said least people including children killed air strikes shelling since syrian army backed russian jets began offensive nearly two weeks ago take besieged rebel held eastern ghouta area eastern ghouta one several de escalation zones across western syria russia brokered deals ease fighting rebels president bashar assads government reuters witness said drones sky since sunday morning warplanes heavily bombarded towns mesraba harasta heavy shelling also hit eastern ghouta dozens injured assads forces besieged eastern ghouta since area suffering humanitarian crisis ghouta residents short food eating trash fainting hunger forcing children eat alternate days un world food programme said report week opposition eastern ghouta damascus countryside local council said week escalating bombardment forcing people seek shelter unsuitable unsanitary places feared could lead disease outbreaks number shells rebel enclave hit government held damascus past two weeks syrias six year old civil war killed hundreds thousands people forced millions flee worst refugee crisis since world war ii un backed peace negotiations due begin geneva november several previous rounds geneva talks failed agree political transition syria way stop violence yahya aridi spokesman syrian opposition geneva delegation said sunday time syrian government opposition get table start talking transition dictatorship freedom geneva,1
last updated nov beirut syrian government air strikes killed least four civilians including child rebel held town de escalation zone outside capital damascus thursday monitor said strikes hit town douma lies eastern ghouta region truce deal agreed regime allies iran russia rebel backer turkey place since july despite deal uptick government bombardment area recent days humanitarian groups also warned malnutrition crisis area tight government siege regime planes fired rockets several parts douma said rami abdel rahman director syrian observatory human rights britain based monitor four civilians killed including child said adding others wounded afp photographer saw wounded treated local medical facility dead also received ziad suffered head injury caught strike way home coming back school first strike hit hid doorway told afp plane came back second time tried get basement force second strike knocked door closed injured head nose people believed live eastern ghouta government siege since blockade caused serious food medicine shortages pushed prices remains beyond reach impoverished residents least two children reported died malnourishment related complications recent weeks children reportedly suffering acute malnutrition monday several dozen trucks carrying assistance people entered eastern ghouta part united nations syrian arab red crescent convoy first aid access since september despite repeated requests un humanitarian actors consistent access besieged areas like eastern ghouta tuesday people including six school children killed regime shelling town jisreen eastern ghouta observatory said people killed syria since conflict began march anti government protests,1
last updated nov jisreen syria least four schoolchildren among eight people killed syrian regime shelling eastern ghouta tuesday despite ceasefire hunger hit rebel enclave outside damascus bombardment came fresh round peace talks end syrias six year war entered second day kazakh capital astana government fire besieged region rise past week britain based syrian observatory human rights monitor saying latest shelling hit school town jisreen shell fired regime troops hit entrance school jisreen children leaving killing five people including four schoolchildren observatory chief rami abdel rahman said medical source town hospital confirmed death toll said another people wounded afp photographer medical facility saw bodies four children wrapped blood stained white shrouds several wounded children lay sat shock hospital beds including one severed legs man cried learning son died others around tried comfort blood stained satchels small blue school bags tiny pair shoes lay corner drenched blood outside primary school children stared pools blood staining concrete ground coming school turn side street shell hit dead people wounded people one child told afp observatory said regime bombardment tuesday also hit areas eastern ghouta opposition fighters battling president bashar assads troops six years regime july announced ceasefire rebels besieged area included called de escalation zone agreed turkey russia iran tuesday regime shelling mesraba area also eastern ghouta killed three civilians including one child observatory said afp journalist morgue saw rescue volunteers young men slip bodies father son white plastic bags may god avenge oppressors mans brother cried town harasta shelling also hit near school pupils leaving wounding people including five children sunday civilians including journalist pro opposition television killed eastern ghouta malnutrition shelling comes eastern ghouta estimated people live faces mounting humanitarian crisis shocking recent afp images region showed severely underweight children doctors reported two infants died malnutrition related complications monday dozens trucks carrying aid people entered eastern ghouta region prime agricultural region famed orchards rebel stronghold tight government siege since causing shortages food medicine well price hikes local smuggled supplies available basic services virtually non existent electricity produced generators water often dirty vector disease people killed syria since war began march anti government protests conflict since spiralled complex war involving world powers daesh terror group extremists took large swathes country extremists since lost territory controlled ousted two weeks ago de facto syrian capital raqqa face twin offensives eastern oil rich province deir ezzor regime us backed kurdish arab syrian democratic forces,1
